Date,Year,Event Type,Perpetrator,Country,Location,Latitude,Longitude,Fatalities,Summary
26-Nov-18,2018,Remote explosive/landmine/IED,Islamic State (West Africa),Niger,Barouwa,14.5262,13.1558,0,"On November 26, a flock of livestock was struck by an IED in the area of Barouwa, killing several animals, the device was most likely planted by ISWAP militants."
26-Nov-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Maiduguri,11.8312,13.1517,4,26 November. IS-aligned Boko Haram members attacked farmers tending to their fields in the Jiddari-Polo area of Maiduguri. The attackers killed four and seriously injured another. They instructed the injured man to warn the military that they would be attacking them soon.
29-Nov-18,2018,Abduction/forced disappearance,Islamic State (West Africa),Niger,Balimiri,13.1442,12.5373,0,"On November 29, presumed ISWAP militants abducted a civilian in the village of Balimiri."
30-Nov-18,2018,Armed clash,Islamic State (West Africa),Nigeria,Arege,13.4868,13.3296,1,"On 30 November 2018, IS-aligned Boko Haram fighters attacked the military base in Arege. At least 1 soldier was killed and seven were injured. Militants retreated and then attacked again and could gain complete control over the town after soldiers fled."
1-Dec-18,2018,Armed clash,Islamic State (West Africa),Nigeria,Buni,11.2002,12.0314,17,"01 December. IS-affiliated Boko Haram (ISWAP) attacked a military base in Buni Gari, killing 17 soldiers and injuring some others. Military equipments and weapons were also seized."
1-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Abeokuta,7.15,3.35,0,01 December. Political militias allegedly aligned to a governorship candidate attacked OGSAA staff as they were removing illegal billboards in Abeokuta. No further detail.
2-Dec-18,2018,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Maiduguri,11.8312,13.1517,2,02 December. Two Boko Haram suicide bombers (one female and one male) planned to detonate themselves at the market in the Muna Garage area of Maiduguri. Upon spotting soldiers on patrol the female detonated herself. Both perpetrators were killed and five members of the Civilian Joint Task Force in the market were injured.
2-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Igbodo,6.3018,6.373,1,"On December 2, unidentified armed actors killed the father of a police officer in his residence for unknown reasons."
3-Dec-18,2018,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Malam Fatori,13.6746,13.3395,1,03 December. The IS-aligned Boko Haram faction attacked a military base in Malam Fatori. The attackers were forced to retreat by military air support. One soldier was killed while several others were injured.
4-Dec-18,2018,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Kukawa,12.9234,13.5606,1,04 December. Boko Haram killed one soldier.
4-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Kwale,5.7063,6.4374,2,"On December 4, in Kwale town, unidentified armed actors killed a PDP-supporter and land surveyor at his house for unknown reasons."
5-Dec-18,2018,Attack,Islamic State (West Africa),Niger,Ngalewa,14.018,13.028,3,"On December 5, presumed ISWAP militants killed three Fulani pastoralists and seized their belongings near Ngalewa."
6-Dec-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Ngala,12.3377,14.1805,1,"06 December. Boko Haram attacked a group of 20 female IDPs who were collecting firewood outside of Ngala. They killed one Shuwa woman, and flogged the Kanuri woman. They also shaved the women's heads."
6-Dec-18,2018,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Limani,11.2331,14.1711,1,"06 December. In the evening, a Boko Haram suicide bomber set himself off in Limani. Another suicide bomber fled."
6-Dec-18,2018,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kalguiwa,11.1556,14.1521,0,"On 6 December, Boko Haram looted livestock, bicycles and a motorcycle from Kalguiwa. They later dropped the goods amid military patrols."
7-Dec-18,2018,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Jakana,11.6651,14.041,3,07 December. IS-aligned Boko Haram clashed with military forces and the Civilian JTF in Jakana. Three civilians were killed and one soldier was injured.
7-Dec-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Zigague,11.6828,14.6485,2,"07 December. Boko Haram attacked a village 10 km from Zigague, killing the chief of the village and his nephew."
7-Dec-18,2018,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Mora,11.0485,14.1476,0,07 December. Military forces caught two female suicide bombers and defused their explosives. The military is searching for eight others.
8-Dec-18,2018,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Gulumba Gana,11.6499,14.1027,3,"08 December. Boko Haram attacked a military base in Gulumba. During the course of the armed clash, a suicide bomber also attempted to enter the base. Two soldiers and the bomber were killed, several others were injured."
8-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Obigbo,4.8755,7.1488,1,"On December 8, in Obigbo town, an unidentified actor attacked an APC youth leader while the APC leader was trying to prevent the person from destroying the APC Bill Board of the House of Reps candidate."
9-Dec-18,2018,Armed clash,Islamic State (West Africa),Nigeria,Jakana,11.6651,14.041,3,"On 9 December 2018, Boko Haram militants attacked the army barracks in Jakana, killing 3 soldiers and injuring some others."
9-Dec-18,2018,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Zigague,11.6828,14.6485,3,"09 December. A young female suicide bomber, killed herself and two others in Madahoya (Zigague)."
9-Dec-18,2018,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),Nigeria,Lafia,8.4833,8.5167,0,"09 December. David Ayele, an APC candidate in Obi was abducted by unknown men in Lafia. The perpetrators told him that they had been offered N 3million to kill him. The group later released him after his family paid a ransom."
9-Dec-18,2018,Armed clash,Unidentified Armed Group (Nigeria),Nigeria,Nonwa Kenbawa,4.7448,7.2308,0,"9 December: unknown assailants attempted to kidnap a member representing the Tai State Constituency in The Rivers State House of Assembly in Nonwa. Youth from the area foiled the attack, apprehending one of the suspects and handing him over to the Tai Divisional police Station."
10-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Maradun,12.5657,6.244,22,"10 December. An armed group on motorbikes attacked Malikawa (no coordinates available). Twenty-two people were killed, including six who were burned alive in a field."
11-Dec-18,2018,Armed clash,Islamic State (West Africa),Nigeria,Kukawa,12.9234,13.5606,3,"On 11 December 2018, Boko Haram militants attacked Nigerian army barracks in Kukawa, killing 3 soldiers and injuring some others. Weapons and ammunitions were also seized."
11-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Garin Dogo,9.15,11.3333,0,11 December (on or before). Armed men shot and seriously injured the Chairman of the Nigerian Union of Teachers in Gain Dogo.
12-Dec-18,2018,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Maiduguri,11.8312,13.1517,1,"12 December. A female Boko Haram suicide bomber attempted to enter a check-point in Maiduguri, at which time police opened fired causing her explosive device to detonate. The perpetrator was killed but no other casualties were reported."
12-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ibeshe,6.9594,3.0376,0,12 December. An ADC convoy came under attack in Ibeshe. Two people were shot and others were injured.
13-Dec-18,2018,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kolofata,11.1621,14.0115,2,"13 December. Two suicide bombers detonated themselves in Kolofata, killing themselves and injuring others."
13-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Abakaliki,6.3163,8.1169,0,13 December. Armed militias beat chieftains of the All Progressives Congress in Abakaliki. The victims were injured.
14-Dec-18,2018,Attack,Islamic State (West Africa),Niger,Kabelawa,13.9768,12.9785,1,"On December 14, presumed ISWAP militants ambushed a convoy of transport vehicles between NGuigmi and Kabelawa (coded as Kabelawa at geo precision 2), killing a state official and wounding three others, nine individuals including drivers and women abducted, vehicles and other materiel also seized by the assailants."
14-Dec-18,2018,Armed clash,Islamic State (West Africa),Nigeria,Gudumbali,12.944,13.184,5,14 December. Boko Haram IS faction attacked military base in Gudumbali killing five soldiers
14-Dec-18,2018,Remote explosive/landmine/IED,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Gambaru,12.3707,14.2173,1,"On 14 December 2018, a military patrol hit an IED near Gambaru (an area where Boko Haram is active). One soldier (some sources indicate two) was killed and some others were injured."
14-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Umuoke,5.5659,7.3988,2,14 December. The former Deputy Police Commissioner and his wife were killed by unknown persons in their home in Umuoke.
15-Dec-18,2018,Attack,Islamic State (Greater Sahara),Niger,Bolsi,13.2944,1.2142,1,"On December 15, presumed ISGS militants abducted and executed the village chief in Bolsi (Torodi), Tillabery Region near the border with BurkinaFaso."
15-Dec-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Tarmoua,11.0868,14.029,2,"December 15. Boko Haram kill two people, set fire to the village and kidnap six others in Tarmoua, Far North region."
15-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Okposi,6.2857,8.0134,0,15 December. Armed militias beat chieftains of the All Progressives Congress in Okposi. The victims were injured.
16-Dec-18,2018,Armed clash,Islamic State (Greater Sahara),Niger,Bolsi,13.2944,1.2142,2,"On December 16, ISGS militants ambushed gendarmes aided by locals who pursued them after they had assassinatated the village chief in Bolsi, one gendarme and a villager killed, one gendarme and three villagers wounded, and a gendarmerie vehicle seized by the assailants."
16-Dec-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Galtimari,11.7704,13.1386,12,"16 December. Boko Haram attacked Zabarmari in the outskirts of Maiduguri (approx. Coordinates used 10km north of town), killing 12 farmers."
16-Dec-18,2018,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Galtimari,11.7704,13.1386,0,16 December. Boko Haram attacked and burned Maiborti village approx. 5 km outside Maiduguri (approximate coordinates used south of the town). Nigerian armed forces repelled the attack with ground forces and aerial support.
16-Dec-18,2018,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Molai,11.7517,13.1015,0,16 December. Boko Haram attacked Molai village approx. 4km outside Maiduguri. Nigerian armed forces repelled the attack with ground forces.
16-Dec-18,2018,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Konduga,11.6558,13.4213,5,16 December. Nigerian armed forces clashed with Boko Haram in Maibukarti. Four rebels and one soldier killed in the battle
16-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Kafanchan,9.5833,8.3,14,16 December. Unknown gunmen attacked Paa-Gwandara village in Jema'a area and killed 14 residents.
16-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Awka,6.2101,7.0741,1,16 December. An unknown armed group shot and killed the community leader of Anambra between the villages of Nawgu and Isu Aniocha.
17-Dec-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Toumour,13.6669,13.1198,1,"On December 17, BH militants killed a herdsman in the area of Toumour."
17-Dec-18,2018,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Mairari,12.7559,13.4349,1,"17 December. Boko Haram stormed a military base in Mairari, 10km outside Monguno, and briefly seized it. Nigerian army sent reinforcements and re-captured the post on the same day. One soldier killed in the clashes."
18-Dec-18,2018,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Ngagam,13.5631,12.8587,0,"On December 18, BH militants attacked the village of Ngagam, and pillaged shops, the house of the village imam and also seized a herd of livestock."
18-Dec-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Bodo,12.3666,14.4555,1,December 18. Two Boko Haram members aboard a motorcycle kill a civilian in Bodo of Hile Alifa district.
18-Dec-18,2018,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),Nigeria,Ahoada,5.074,6.6535,0,"18 December. The Bishop of Anglican Church, Diocese of Ahoada was kidnapped at gunpoint by gunmen on the Odiemerenyi road in Ahoada."
18-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Keffi,8.8486,7.8736,1,18 December. The former Chief of Defence Staff Badeh was shot by gunmen on the Keffi - Abuja road when he returned from his farm.
18-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Igbariam,6.3917,6.945,0,"18 December. Hoodlums attacked Igbariam, torched several houses and assaulted residents. Reports of official security forces involvement were denied by police PR officers."
18-Dec-18,2018,Armed clash,Unidentified Armed Group (Nigeria),Nigeria,Warri,5.5167,5.75,1,18 December. A police officer was shot by gunmen in Warri. His rifle was snatched.
19-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Onitsha,6.1454,6.7885,1,19 December. Gunmen killed the pastor of the Christ Holy Church in Onitsha
19-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Nassarawa,8.5294,7.7242,4,19 December. Unidentified gunmen attacked Nasarawa Godal community in Birnin Magaji Local Government Area and killed 4 people
19-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Birnin Magaji,12.5592,6.8946,9,"On 19 December 2018, unidentified gunmen attacked Garin Kaka community in Birnin Magaji Local Government Area and killed 9 people. Some sources reported 10 fatalities."
20-Dec-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Boulaye,13.51,12.9278,3,"On December 20, BH militants made an incursion into the village of N'Gayami and killed three villagers by slitting their throats."
20-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ungogo,12.0917,8.4953,1,20 December. A member of the National Youth Service Corps was stabbed to death by political militias at the residence of a Peoples Democratic Party candidate. The victim tried to protect the candidate.
21-Dec-18,2018,Armed clash,Islamic State (West Africa),Nigeria,Damboa,11.156,12.7576,1,21 December. Boko Haram IS faction ambushed Nigerian military on the road between Sabon Gari and Damboa. One soldier killed. BH allegedly set fire to a tank and seized weapons and ammunition.
21-Dec-18,2018,Armed clash,Islamic State (West Africa),Nigeria,Gajiram,12.493,13.2091,10,"21 December. IS-led Boko Haram attacked a military barrack in Gajiram village, Borno State, killing and injuring an unknown number. (fatalities coded as 10)."
21-Dec-18,2018,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Gueskerou,13.4868,12.8497,0,"On December 21, BH militants pillaged shops in the village of Gueskerou."
21-Dec-18,2018,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Damasak,13.0977,12.4952,1,21 December. Boko Haram attempted to take over a base of the Nigerian armed forces in Damasak. The attack was repelled by the Nigerian military. One civilian killed in the battle
22-Dec-18,2018,Armed clash,Islamic State (West Africa),Nigeria,Dikwa,12.024,13.9165,5,22 December. Boko Haram IS faction claimed that it killed five soldiers in an attack on Lumani village near Dikwa town
22-Dec-18,2018,Armed clash,Islamic State (West Africa),Nigeria,Logomani,12.1976,14.0223,5,"22 December. IS-led BH militants clashed with Military Forces in Logami village, Borno State, killing 5 and injuring an unknown number."
22-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Maradun,12.5657,6.244,17,22 December. Unidentified gunmen stormed Magami village and shot 17 residents.
22-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Zurmi,12.7776,6.7834,18,"22 December. Unidentified gunmen attacked Birane village, in Zurmi L.G.A. and killed 18 people"
23-Dec-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Gatamarwa,10.7203,12.9607,1,"23 December. Boko Haram invaded Makalama village in the Gatamarua area, 21km away from Chibok (approximate coordinates), and killed one resident. Several civilians were injured."
23-Dec-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Chibok,10.8658,12.847,2,"23 December. Boko Haram invaded Sulima Kalama, near Chibok, and shot two residents dead."
23-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Onne,4.7244,7.1526,1,23 December. Unidentified gunmen stormed Onne and killed the local chairman of the All Progressives Party
23-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Adada,4.7995,6.5151,5,23 December. Unidentified gunmen attacked Adada-Odua community and killed 5 civilians
23-Dec-18,2018,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),Nigeria,Rumuepirikom,4.8295,6.9814,0,23 December. The paramount ruler of Rumuepirikom community was kidnapped by unidentified gunmen on his way to Etche
24-Dec-18,2018,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Damaturu,11.747,11.9608,14,24 December. Boko Haram ambushed Nigerian military forces on the Damaturu - Maiduguri road. 13 soldiers and one police officer killed in the battle.
24-Dec-18,2018,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Kukareta,11.8957,12.1802,0,24 December. Boko Haram IS burnt 2 primary schools: one in Kukareta and one in the neighbouring village of Ngaurawa.
24-Dec-18,2018,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Kukareta,11.8957,12.1802,28,"24 December. Boko Haram attacked a military post in Kukareta village. Nigerian military repelled the attack, claiming to have killed several BH militants (coded as 10), while one soldier was injured and 17 soldiers plus one police officer were killed. BH withdrew after torching the military post."
25-Dec-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kolofata,11.1621,14.0115,1,December 25. Group of Boko Haram members kill a civilian from Amchide in Kolofata.
25-Dec-18,2018,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),Nigeria,Nneyi Umuleri,6.2931,6.8638,0,25 December. Unidentified gunmen abducted two clergymen in Nneyi-Umuleri
25-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Barkin Ladi,9.5333,8.9,5,25 December. Five civilians were killed in Gwol community in Barkin Ladi by unidentified gunmen who attacked their hotel
26-Dec-18,2018,Attack,Islamic State (Greater Sahara),Niger,Tankademi,15.75,3.9,0,"On December 26, presumed ISGS militants attacked a Tuareg camp 15km northwest of Agando (coded at approximate location 15km NW, geoprecision 2), five villagers were wounded including one severely."
26-Dec-18,2018,Armed clash,Islamic State (West Africa),Nigeria,Baga,13.0947,13.8234,5,"26-27 December. Boko Haram IS faction attacked the HQ of the Joint Task Force in Baga and overran the base the next day. Tens of soldiers were killed and wounded (unknown fatalities coded as 10 across 2 events), 4 soldiers were captured, and weapons and different sources were seized."
26-Dec-18,2018,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Toumour,13.6669,13.1198,0,"On December 26, BH militants made an incursion into the commune of Toumour and looted a dozen shops."
26-Dec-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Chibok,10.8658,12.847,0,"26 December. Boko Haram looted Mbolakel village, 7km away from Chibok, burned down 25 houses, injured residents and left with foodstuff (approximate coordinates)"
26-Dec-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Damaturu,11.747,11.9608,0,"26 December. Boko Haram launched an attack on Katarko village, 20km south of Damaturu (approximate coordinates)"
26-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Barkin Ladi,9.5333,8.9,5,26 December. A group of five people were killed in Rawuru village by unidentified gunmen. The victims returned from a party
27-Dec-18,2018,Other,Islamic State (Greater Sahara),Niger,Mazigen Koara,15.0905,2.6195,0,"On December 27, presumed ISGS militants threatened a religious leader in the village of Mazigen Koara accusing him of complicity and also gave him an ultimatum to leave the village within 72 hours or they would return to kill him."
27-Dec-18,2018,Non-state actor overtakes territory,Islamic State (West Africa),Nigeria,Baga,13.0947,13.8234,5,"26-27 December. Boko Haram IS faction attacked the HQ of the Joint Task Force in Baga and overran the base the next day. Tens of soldiers were killed and wounded (unknown fatalities coded as 10 across 2 events), 4 soldiers were captured, and weapons and different sources were seized."
27-Dec-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Tarmoua,11.0868,14.029,1,27 December. Boko Haram militants kill one villager and kidnap others in Tarmoua of the far north.
27-Dec-18,2018,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Goniri,11.4833,12.3144,0,27 December. Boko Haram attacked Nigerian military forces in Goniri. According to local sources the battle caused heavy casualties among Boko Haram.
28-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ado-Ekiti,7.621,5.2215,1,"On December 28, in Ado-Ekiti town (Ado-Ekiti, Ekiti), unidentified gunmen killed a councilor and PDP aide for unknown reasons."
30-Dec-18,2018,Attack,Islamic State (Greater Sahara),Niger,Ezza,15.1317,4.0732,0,"On December 30, ISGs militants attacked a vehicle carrying marketgoers 35km east of Ekrafane (coded at approximate location as Ekrafane 35km E, geoprecision 2), the passengers were assaulted and stripped of a significant amount of cash."
30-Dec-18,2018,Attack,Unidentified Armed Group (Nigeria),Nigeria,Nding,9.5667,8.9333,4,"On December 30, in Nding village (Barkin Ladi, Plateau), unidentified gunmen attacked and killed four persons traveling in a car back to their village. Motives unclear."
31-Dec-18,2018,Change to group/activity,Islamic State (Greater Sahara),Niger,Tin Gara,14.9564,1.5003,0,"On December 31, ISGS militants made an incursion into the village of Tin-Gara, searching for individuals providing FDS with militant positions. Note that two militants were killed two weeks ago not far from Tin-Gara."
31-Dec-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Dabougoun Kayawa,13.214,12.5267,0,"On December 31, presumed BH militants attacked the village of Dabougoun, causing the population to flee."
31-Dec-18,2018,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Damaram,13.5062,12.0341,0,"On December 31, presumed BH militants attacked the village of Damaram and extorted a wealthy man."
31-Dec-18,2018,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Gakara,11.1468,13.893,1,"31 December. Boko Haram clash with a local vigilante group in Gakara, killing 1 vigilante member."
2-Jan-19,2019,Abduction/forced disappearance,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Buni Yadi,11.2689,11.9994,0,01 February. Boko Haram ambushed vehicles on the Damaturu-Buni Yadu-Biu road and abducted an unknown number of people.
3-Jan-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Emure-Ekiti,7.4361,5.4593,1,"On January 3, in Ekiti-Emure town (Emure, Ekiti), unidentified gunmen killed an accounts officer with Emure Local Government Area and abducted two other staff of the council."
5-Jan-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Bague,13.6148,13.0568,1,"On May 1, presumed ISWAP/Boko Haram militants killed a civilian, wounded another, and abducted two women and two children in the village of Bague."
5-Jan-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Amchide,11.2426,14.1372,0,"05 January. Boko Haram steal livestock in Amchide, but leave the animals after an intervention of the BIR of Amchide. Two injured."
5-Jan-19,2019,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),Nigeria,Daura,13.0359,8.3163,0,01 May. The district head of President Buharis home town Daura was abducted by unknown gunmen. 
6-Jan-19,2019,Attack,Islamic State (Greater Sahara),Niger,Wala Gounto,14.5279,1.2227,1,"On January 6, presumed ISGS militants attacked the village of Walagounto, killing one civilian."
6-Jan-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Maiduguri,11.8312,13.1517,3,06 January. Boko Haram attacked Sajeri in the outskirts of Maiduguri and killed the Chief Imam and two other civilians
6-Jan-19,2019,Looting/property destruction,Unidentified Armed Group (Nigeria),Nigeria,Ibadan,7.3878,3.8964,0,06 January. Unknown assailants burned down 30 shops and houses in Ibadan
7-Jan-19,2019,Abduction/forced disappearance,Islamic State (Greater Sahara),Niger,Ziban,14.554,1.3358,0,"On January 7, presumed ISGS militants abducted a civilian in the village of Ziban."
7-Jan-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Sabuwa,11.173,7.1172,6,07 January. Suspected political militias killed six people after an APC rally in Sabuwa
9-Jan-19,2019,Attack,Islamic State (Greater Sahara),Niger,In-Agagay,15.1186,1.1327,5,"On January 9, presumed ISGS militants abducted and executed five civilians in the area of Inagagay, near In-Ates."
9-Jan-19,2019,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Ganse,11.1543,14.0715,0,"09 January. Boko Haram loots a bicycle, motorcycle and food in Zize of Ganse."
10-Jan-19,2019,Abduction/forced disappearance,Islamic State (Greater Sahara),Niger,In-Agagay,15.1186,1.1327,0,"On January 10, presumed ISGS militants abducted two civilians in the area of Inagagay, near In-Ates."
10-Jan-19,2019,Change to group/activity,Islamic State (Greater Sahara),Niger,Kontantchi,15.0705,2.7998,0,"On January 10, presumed ISGS militants made an incursion into the village of Kontantchi, searching for a local merchant and threatening family members of the concerned individual."
11-Jan-19,2019,Looting/property destruction,Islamic State (West Africa),Niger,NGouba,13.666,13.1889,0,"On January 11, presumed ISWAP militants made an incursion into the village of NGouba, pillaging shops and seizing supplies."
11-Jan-19,2019,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Amchide,11.2426,14.1372,0,11 January. 8 armed combatants of Boko Haram loot bicycles and food items from the village of Amchide of Mayo Sava.
11-Jan-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Mokolo,10.7424,13.8023,1,"11 January. Boko Haram kill one civilian and burn homes in Guitsnad of Mokolo arrondissement. Guitsnad not found, coded as Mokolo city."
11-Jan-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ijebu-Ode,6.816,3.916,0,11 January. Political militias attacked a rally of the Social Democratic Party in Ijebu-Ode. The event ended abruptly and the SDP candidate was forced to leave.
12-Jan-19,2019,Attack,Islamic State (Greater Sahara),Niger,Ouanzerbe,14.7428,0.3628,0,"On January 12, presumed ISGS militants attacked a vehicle of the breeding state service on vaccination mission between Ouanzerbe and Teguey (coded as Ouanzerbe at geoprecision 2), the agents were forced out of the vehicle before the militants set it ablaze."
12-Jan-19,2019,Armed clash,Unidentified Armed Group (Nigeria),Nigeria,Odogbolu,6.8365,3.7641,0,12 January. political militias attacked a rally of the APC party in Odogbolu and injured a police officer and three people.
13-Jan-19,2019,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Amchide,11.2426,14.1372,0,"13 January (night of). In Wouro Kessoum of Amchide area in Kolofata, Boko Haram looted cattle and escaped before the military arrived."
13-Jan-19,2019,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Mokolo,10.7424,13.8023,1,"13 January. Boko Haram attacks Guitsnad area of Mokolo, burning homes and killing one civilian."
13-Jan-19,2019,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Magumeri,12.1131,12.8274,0,13 January. Boko Haram IS attacked a military base in Magumeri and fought with Nigerian Military Forces
13-Jan-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Illorin,8.5,4.55,2,13 January. Unidentified gunmen attacked an APC rally in Ilorin. A number of people sustained gunshot wounds and two people died.
13-Jan-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Tabkin Kwasa,12.9842,5.9652,8,"13 January. Unidentified gunmen attacked the villages of Warwana, Tabkin Kwasa and Dutsi (in Gandi II district of Rabah, along the border with Zamfara - approximate coordinate used for the three locatios) on 25 motorcycles. 26 civlians were shot. Fatalities split between three locations."
13-Jan-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Warwana,13.0021,5.9804,9,"13 January. Unidentified gunmen attacked the villages of Warwana, Tabkin Kwasa and Dutsi (in Gandi II district of Rabah, along the border with Zamfara - approximate coordinate used for the three locatios) on 25 motorcycles. 26 civlians were shot. Fatalities split between three locations."
13-Jan-19,2019,Attack,Unidentified Armed Group (Nigeria),Nigeria,Bakin Kogi,9.4833,8.2667,3,13 January. Gunmen shot three civilians dead at a bridge between Asso and Tanda villages in Jema'a LGA
