Date,Year,Event Type,Perpetrator,Country,Location,Latitude,Longitude,Fatalities,Summary
1-Jan-17,2017,Disrupted weapons use,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Maiduguri,11.8312,13.1517,1,"Detonation: A suspected Boko Haram suicide bomber detonated a pack at a customs area in Maiduguri, killing or injuring only herself."
1-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ikorodu,6.6155,3.5087,3,Unidentified gunmen shoot and kill three and injure others in Ikorodu.
2-Jan-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Gubio,12.499,12.7848,15,15 hunters were beheaded by Boko Haram in Gubio LGA.
2-Jan-17,2017,Remote explosive/landmine/IED,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Igawa,11.1343,14.1417,1,"On 2 January, a military vehicle was hit by a landmine planted by Boko Haram in Igawa, Mayo Sava. One soldier dead and two wounded."
3-Jan-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Glem,12.2715,14.6283,0,"On 3 January, Boko Haram fighters attacked Glem, Dabanga: one civilian wounded by gunfire, some food were seized."
3-Jan-17,2017,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kalguiwa,11.1556,14.1521,0,"Looting: On 3 January, Boko Haram fighters attacked Kalguiwa, Mora: two herds seized."
4-Jan-17,2017,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Sandawadjiri,11.1144,13.9339,0,"On 4 January, a Boko Haram incursion in Sandawadjiri, Mayo Sava, was repelled by local militia."
6-Jan-17,2017,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Ngourou,9.9165,13.4832,0,"On 6 January, Boko Haram fighters attacked Ngourou and were repelled by Cameroonian soldiers."
8-Jan-17,2017,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kolofata,11.1621,14.0115,0,"Looting: On 8 January, the villages of Mbanari and Bia around Kolofata were looted and several herds were seized by Boko Haram fighters."
8-Jan-17,2017,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Maiduguri,11.8312,13.1517,4,"Four persons, including two Boko Haram suicide bombers died in a suicide attack at Kaleri area of Gwange in Maiduguri."
8-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Shiroro,9.96,6.8346,1,A 19-year-old student was killed in Angwa Umadi Village in Shiroro local government area of the state Saturday night by suspected cattle rustlers - identity not known.
9-Jan-17,2017,Armed clash,Islamic State (West Africa),Nigeria,Buni Yadi,11.2689,11.9994,20,"On 9 January 2017, 20 African coalition soldiers were killed in an attack by IS West Africa soldiers on their positions in the town of Buni Yadi."
11-Jan-17,2017,Armed clash,Islamic State (West Africa),Nigeria,Maiduguri,11.8312,13.1517,13,"On 11 January 2017, 13 Nigerian soldiers were killed and others injured in an attack by IS West Africa militants in the town of Anjini in Borno."
11-Jan-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Afade,12.2198,14.6543,1,"On 11 January, a 70-years-old man was killed by Boko Haram men in Afade, Makari."
13-Jan-17,2017,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Madagali,10.8864,13.63,12,"Three suspected Boko Haram suicide bombers target a checkpoint at the entrance of Madagali. Nine dead (plus bombers), 13 hospitalised. Possible new tactic to avoid detection: One of the bombers carried a baby."
14-Jan-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Maiduguri,11.8312,13.1517,1,Two members of Boko Haram kidnap and kill a young boy after he identified them to authorities.
15-Jan-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Gnam-Gnam,11.4267,14.5327,16,16 bodies were found in the Gnam-Gnam area. They are suspected to have been killed by Boko Haram.
15-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Abaji,7.2061,9.5454,11,At least 11 members of the Civilian Joint Task Force (CJTF) were killed at Abaji area of Kastina Ala local government area of Benue State. Daily Trust gathered from locals in the affected area that the CJTF members were holding a meeting at Tse-Igber village in Abaji community when some gun-wielding youths who rode on a Bajaj motorcycle opened fire on them. It is not clear if the members of CJTF were armed at the time of the attack.
16-Jan-17,2017,Suicide bomb,Boko Haram - JAS,Nigeria,Maiduguri,11.8312,13.1517,6,"Six dead after suspected Boko Haram detonate two suicide explosives, first at a mosque, then second at the University of Maiduguri. Among the dead include a lecturer. Abubakar Shekau later formally declared responsibility."
16-Jan-17,2017,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),Nigeria,Gidan Sala,13.169,5.2502,0,The Chairman of Sokoto State Chapter of the Medical and Health Workers Union of Nigeria is kidnapped on 16/01.
17-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Zangon Katab,9.8333,8.4,3,"Three people were reported killed and scores injured after unidentified gunmen attacked a ""relaxation spot"" in Zango-Kataf LGA."
17-Jan-17,2017,Looting/property destruction,Unidentified Armed Group (Nigeria),Nigeria,Ughelli,5.4899,6.0074,0,"Property destruction: A pipeline belonging to the Niger Petroleum Development Company, NPDC, is set on fire by suspected ""oil rebels."""
18-Jan-17,2017,Remote explosive/landmine/IED,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Fotokol,12.3731,14.2277,0,"On 18 January, 2 children were hit by a landmine in Soueram, Fotokol. 2 wounded."
18-Jan-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Maiduguri,11.8312,13.1517,1,"Boko Haram abducts two young boys in Maiduguri, killing one three days later after their father could not pay them they money they demanded."
18-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ajaokuta,7.4605,6.6947,5,"On 18 January 2017, the coordinator of Roll Back Malaria in Kogi state, his driver and 3 others were killed by gunmen on their way from an advocacy campaign in Ajaokuta. Date not clear."
18-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ijegun,6.5164,3.2549,2,Gunmen kill a community leader and his Togolese companion in Ijegun. Date not clear.
18-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ajaokuta,7.4605,6.6947,1,Members of Kogi State Ministry of Health are attacked by unidentified gunmen. One death reported.
20-Jan-17,2017,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kousseri,12.0769,15.0306,3,At least 3 people were killed and 4 others injured in a suicide attack by a suspected Boko Haram member in the Madana district of the city of Kousseri.
20-Jan-17,2017,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Mora,11.0485,14.1476,0,"On 20 January, the incursion of 15 Boko Haram men was repelled in Korgui, Mora by Cameroonian soldiers."
20-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ajaokuta,7.4605,6.6947,5,Unidentified gunmen attack and kill five in Ajaokuta. A similar attack against state government officials occurred in the area two days earlier.
21-Jan-17,2017,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kolofata,11.1621,14.0115,0,"On 21 January, Boko Haram men could hoist 2 BH flags in Kolofata during an incursion. Cameroonian soldiers brought them down after confronting them."
21-Jan-17,2017,Air/drone strike,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Gueskerou,13.4868,12.8497,3,Many Boko Haram fighters were killed () by Nigerien air strikes as they attempted to retreat through the marshes near Lake Chad after they attacked a military base at Geskerou in the Diffa region.
21-Jan-17,2017,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Gueskerou,13.4868,12.8497,2,2 Nigerien soldiers were killed and 7 others wounded in an attack by a large number of Boko Haram fighters on a military base in Geskerou in the Diffa region. 3 army vehicles were also torched.
22-Jan-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Mora,11.0485,14.1476,0,"On 22 January, Boko Haram men attacked Blakafe, Mora: one person was wounded by gunfire and some food was seized."
22-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Zankan,9.6167,8.5333,1,One killed and others injured in an attack on a Fulani area on Zankan. Perpetrators not identified.
22-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Riyom,9.6333,8.7667,1,Unidentified persons kill a Fulani and injure others in Riyom area.
23-Jan-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Askira,10.647,12.911,3,Gunmen suspected to be Boko Haram members abducted about seven women and killed three other persons when they attacked Ndagu Village of Askira-Uba Local Government Area of Borno State.
23-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ipaja,6.6088,3.2545,1,Unknown assailants abduct and kill a man in Ipaja.
24-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ukanafun,5.0028,7.7439,1,"Unidentified persons have reportedly executed the village head and youth leader of Ikot Anta Enen Obom village, Ukanafun Local Government Area, Akwa Ibom State on 24/01."
25-Jan-17,2017,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Bia,11.1689,14.0926,0,"Looting: On 25 January, some armed men (assumed ISWAP/Boko Haram) seized people's goods at the mosque's exit in Bia, Kolofata."
25-Jan-17,2017,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Maiduguri,11.8312,13.1517,2,"Two Boko Haram suicide bombers target Maiduguri during the early morning hours - one at 2am, and the other at 5. Only fatalities reported were that of the bombers. Two other injures."
26-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Magazu,11.9116,6.9539,1,"Unidentified gunmen attack Magazu village on motorcycles, kill one person."
27-Jan-17,2017,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kolofata,11.1621,14.0115,0,"Looting: On 27 January, 16 Boko Haram men seized some cloth, food and cattle in Gabal, Kolofata."
27-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Omoku,5.3435,6.6532,1,"An All progressive Congress (APC) party chieftain, Emmanuel Obuozo was assassinated in his residence in Osomini by gunmen believed to be hired assassins. It is believed the assassination is connected to the political wrangling in the state."
27-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ukanafun,5.0028,7.7439,1,Suspected assassins have killed the village head of Ikot Anta Eneng Obom in Ukanafun Local Government Area of Akwa Ibom State.
28-Jan-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Damboa,11.156,12.7576,20,More than 20 people were feared dead after Boko Haram gunmen opened fire on a convoy of motorists travelling under military escort between Maiduguri and Damboa at Korowaso forest. No reported exchange of fire between military and Boko Haram.
29-Jan-17,2017,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kerawa,11.1842,13.9142,0,"Looting: On 29 January, Boko Haram men attacked Kerawa (assumed to have looted). No further info available."
29-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Owerri,5.4833,7.0304,1,An aid to the governor is shot and killed by unknown perpetrators.
29-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ifako,6.6439,3.3264,1,The body of a man with marks of violence on his body was found in an abandoned well. It could have being that he was either killed and his corpse dumped inside the well by his attackers or he fell into the well out of desperation to escape a mob action.
30-Jan-17,2017,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Banki,11.2551,14.1482,1,An 8 year-old female suicide bomber was on 30/01 detonated and killed while trying to gain access to an internally displaced persons (IDP) camp in Banki town in Borno state. No other casualty reported.
30-Jan-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Fotokol,12.3731,14.2277,1,1 person was killed and 3 wounded in an attack by Boko Haram fighters on the Ouro-Moussa Kambo locality of Fotokol district.
31-Jan-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Hosere Jongbi,7.782,12.069,5,"An armed group attacked a UN Technical Monitoring Team, killing five individuals a UN independent contractor, three Nigerian nationals and one Cameroonian national in the vicinity of Hosere Jongbi, near Kontcha, Cameroon, about 700 kilometres north of the capital Yaounde. A soldier of the Rapid Intervention Battalion belonging to the escort of the team was also wounded."
31-Jan-17,2017,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Double-Alagarno,11.1742,14.2452,4,"At least 4 people were killed, including 3 bombers, in a suspected Boko Haram suicide attack at Double market in the Far North near the Nigerian border. Other sources estimated as many as 16 had died. Many of those injured were taken to Mora hospital."
31-Jan-17,2017,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Maiduguri,11.8312,13.1517,2,Boko Haram suicide bombers attack a Maiduguri mosque. One person was killed from the explosion apart from the suicide bomber. The bomber was belied to be between 8-10 years of age.
31-Jan-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Toungo,8.1167,12.05,5,"Unidentified gunmen killed a UN official, 3 Nigerians, 1 Cameroonian while in the process of demarcating and delineating the Nigeria-Cameroon border in line with the judgment of the International Court of Justice."
3-Feb-17,2017,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kerawa,11.1842,13.9142,2,"On 3 February, two women Boko Haram suicide bombers attempted to launch a suicidal attack in Kerawa: one exploded herself under the pressure of militia and the second was killed by the militia."
4-Feb-17,2017,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kerawa,11.1842,13.9142,0,"Property destruction: On 4 February, Boko Haram men attacked Goumouldi, as a retaliation against cattle dealers. 4 houses were burned down."
5-Feb-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Damaturu,11.747,11.9608,2,"Two people were killed by Boko Haram during an invasion on Sasawa, Damaturu. The perpetrators had earlier on attacked a military base before raiding the community where the victims were killed."
6-Feb-17,2017,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Gakara,11.1468,13.893,0,6 Cameroonian soldiers were injured in a clash with Boko Haram fighters at Gakara.
7-Feb-17,2017,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kerawa,11.1842,13.9142,0,"Looting: On 7 February, Boko Haram soldiers attacked Bakaresse, Kolofata: mobile phones, money, cloth and food were seized."
8-Feb-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Korokorosei,4.745,6.0089,1,"Youths suspected to be pipeline vandals invaded Korokorosei Community, is the village of the Speaker of the Bayelsa State House of Assembly in Southern Ijaw Local Government Area of the state, killing one and injuring others."
9-Feb-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Chibok,10.8658,12.847,1,A man was killed by Boko Haram fighters during an attack on Chibok. A 5-year-old boy was abducted during the raid. Another source reported that the victim was an Islamic scholar.
9-Feb-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Suntai,7.9082,10.3803,1,"A senior lecturer with the Taraba State Polytechnic was killed by kidnappers who abducted him with a second lecturer in the night. It was reported that the kidnappers, who were 8 in number, stormed the lecturers' quarter and seized the duo."
10-Feb-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Eika,7.5862,6.2668,1,"Some gunmen, in the early hours of 10/02, attacked a police station at Eika community in Okehi Local Government Area of Kogi State, killing two policemen and a detainee. The gunmen also attacked the residence of the chairman of the community, Mallam Sadiq Obomi and shot him dead."
11-Feb-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Mussa Dutse,10.7298,13.1351,0,"Boko Haram attacked Mussa village, destroying houses. Causalities not known."
12-Feb-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Jemaa,9.4667,8.3833,1,A man was killed by unidentified gunmen. The victim was hacked to death with a machete by 2 young boys after he was stopped while riding on a motorcycle. The reasons for the attack are not known.
12-Feb-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ikot Nta,4.938,7.5865,2,A Monarch (Chief EWmmanuel Umahaeyo) and a youth leader (Comrade Esit-Ime Emmanson) were assassinated by gunmen for challenging a youth faction that hijacked the management and control of the community revenue from an oil palm plantation. The date of the incident was not given.
13-Feb-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Chibok,10.8658,12.847,1,"Boko Haram attack Mifa, Chibok LGA killing an Islamic scholar and breaking the hands of an unnamed boy. Soldiers stationed in Chibok were quickly drafted and we're able to repel the attack killing one of the attackers."
14-Feb-17,2017,Armed clash,Unidentified Armed Group (Nigeria),Nigeria,Epe,6.5833,3.9833,0,"Unidentified gunmen clad in military camouflage struck at a farm at Igbodu area of Epe, Lagos State, abducting seven persons. The victims are two private guards, said to be members of the Oodua People's Congress, OPC, and five farm workers at Eliasa Farm."
16-Feb-17,2017,Remote explosive/landmine/IED,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Mokolo,10.7424,13.8023,3,3 Cameroonian soldiers were killed when their vehicle hit a mine planted by suspected Boko Haram fighters at Gouzda Vreket in Mayo-Tsanaga.
17-Feb-17,2017,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Mafa,12.1,13.7,20,"On 17 February 2017, scores of Boko Haram (ISWAP) and locals lost their lives in an attack by heavily armed fighters as they attempted to storm Maiduguri through its border with Mafa. It is not clear if military forces were involved."
17-Feb-17,2017,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Bogo,10.7336,14.6093,4,"On 17 February, 12 Boko Haram men attacked Doudo, Bogo: 4 motos and other goods seized. They were caught by Cameroonian soldiers. 4 dead."
19-Feb-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Yazza,10.8833,13.3167,3,"Boko Haram attacked Yaza-Kumaza village at about 4 p.m. on 19/02, killing three."
20-Feb-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Askira,10.647,12.911,4,Boko Haram insurgents attacked Yaza-Kumaza village and killed no fewer than 4 persons.
20-Feb-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Isua,7.4378,5.8987,0,"Ten members of the APC are injured when they were attacked by ""thugs"" during a party meeting."
21-Feb-17,2017,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Ganse,11.1543,14.0715,0,"On 21 February, Boko Haram forces were repelled from Ganse, Kolofata by Cameroonian soldiers."
21-Feb-17,2017,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Niger,Diffa,13.32,12.61,3,3 soldiers were killed in the Diffa area in an attack by suspected Boko Haram fighters.
22-Feb-17,2017,Armed clash,Islamic State (Greater Sahara),Niger,Mangaize,14.6806,1.9508,16,"At least 16 soldiers were killed, including one officer, as many as 19 wounded, seven vehicles stolen, and four more burned by suspected Islamist fighters in an attack near Tilwa in the Ouallam area, near Mangaize. Other reports said at least 15 soldiers had been killed. An IS linked group led by Abou El Walid El Sahraou is believed to have carried out the attack."
22-Feb-17,2017,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Amchide,11.2426,14.1372,2,2 people were killed (including a bomber) and 2 wounded in a suicide attack by suspected Boko Haram militants in Amchide.
22-Feb-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Katsina-Ala,7.1694,9.2847,2,"A lecturer with College of Education, Katsina Ala and a All Progressive Congress (APC) ward chairman were killed by unknown assailants. The ward chairman was linked to a kidnap gang."
22-Feb-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Janjala,9.55,7.6833,2,"Unidentified gunmen abduct two German archaeologists and kill two hunters in Janjela village, reasons not known. Source published on 22/02, exact date of attack not known. The Germans were later freed."
24-Feb-17,2017,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kouyape,11.021,13.9666,1,"On 24 February, Boko Haram fighters attacked Kouyape, Mayo Sava. One local militia member was killed, three shops were raided and motos seized."
26-Feb-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Waza,11.4043,14.5661,1,A villager was killed by Boko Haram fighters in the Waza area.
26-Feb-17,2017,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),Nigeria,Ulakwo,5.4124,7.1226,0,"A group of 50, identified only as ""political thugs"" attack and kidnapped an election worker in suburban Owerri, at Ulakwo. Many of the group was later arrested. The victims sustained injuries."
28-Feb-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Fotokol,12.3731,14.2277,1,A villager was killed in the Madina neighbourhood of Fotokol by Boko Haram fighters.
4-Mar-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Egbeta,6.7891,5.5143,1,"Three gunmen suspected to be assassins have killed the Chief Imam of Egbeta Mosque, in Ovia North East Local Government Area of Edo State on 04/03."
5-Mar-17,2017,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Limani,11.2331,14.1711,2,2 suspected BK suicide bombers were killed by soldiers in the Boudoua area of Limani.
7-Mar-17,2017,Armed clash,Islamic State (West Africa),Nigeria,Monguno,12.6786,13.6079,4,"On or around 7 March 2017, IS West Africa militants attacked and killed 4 soldiers of the Nigerian army and captured one soldier during clashes near Lake Chad in Borno."
7-Mar-17,2017,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Magdeme,11.1739,14.2364,1,A suspected BK suicide bomber detonated himself in the Magdeme area. No casualties were reported.
10-Mar-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Maroua,10.5909,14.3159,1,"On 10 March, 11 Boko Haram men attacked Goumouzini. One dead, one wounded and 18 houses burned down."
10-Mar-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Waza,11.4043,14.5661,1,"One person was killed and several wounded in an attack by Boko Haram on Goulouzivini village, near Wana."
11-Mar-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Zonkwa,9.7833,8.2833,1,"Two Fulani civilians are killed by unknown perpetrators at Unguwan Luka, Jemma LGA. Another in Zangon Kataf LGA."
12-Mar-17,2017,Armed clash,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Fotokol,12.3731,14.2277,3,"On 12 March, Boko Haram fighters attacked a military post in Soueram, Fotokol. 3 BH killed and 2 soldiers wounded."
15-Mar-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Sambisa Forest Reserve,11.25,13.4167,3,"Boko Haram releases a video of the execution of three accused of spying. Location (likely in Sambisa Forest or outer Borno State), date of the execution not known."
15-Mar-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Katsina-Ala,7.1694,9.2847,5,"Five persons were on the night of 15/03 killed after some armed men invaded some settlements in Mbayongo District of Katsina-Ala Local Council area. It was gathered that three of the persons killed were from Nagu settlement, one at Tse Gyudu and another at Tse Weryina."
15-Mar-17,2017,Suicide bomb,Unidentified Armed Group (Nigeria),Nigeria,Muna Garage Camp,11.8731,13.2505,6,"Four female suicide bombers at about early morning of Wednesday detonated explosive devices at Usmanti along Muna Garage axis, Maiduguri. Two men were killed as a result to the explosion while about 16 injured people were administered with the first aid. Perpetrators not identified. Premium Times claims six dead."
16-Mar-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Zaki Biam,7.5167,9.6167,5,"A day following the attacks in Katsina-Ala, five are killed in Ukum LGA. It is not known if the perpetrators were the same as those in Katsina-Ala."
18-Mar-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Ole,5.4616,6.2079,0,"A traditional monarch is shot and wounded in Isoko South LGA ""at the weekend."" Perpetrators not known."
18-Mar-17,2017,Suicide bomb,Unidentified Armed Group (Nigeria),Nigeria,Khaddamari,11.9259,13.2306,7,"A group of three suicide bombers strike outside a mosque in Ummarari, Jere LGA. The blast killed a mother, her two children and a member of the Civilian JTF. Eight others injured. Perpetrators not known. In a conflicting reported, Leadership (Abuja), reports that attack occurred in Maiduguri proper, along Damboa road."
20-Mar-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Zaki Biam,7.5167,9.6167,17,Unidentified gunmen shoot and kill 17 in a Zaki Biam market. Others reported injured. An 18th death occurred the following day in a separate attack.
21-Mar-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Zaki Biam,7.5167,9.6167,1,Unidentified gunmen shoot and kill 17 in a Zaki Biam market. Others reported injured. An 18th death occurred the following day in a separate attack.
22-Mar-17,2017,Suicide bomb,Unidentified Armed Group (Nigeria),Nigeria,Muna Garage Camp,11.8731,13.2505,20,"Series of suicide bomb blasts near an IDP camp have occurred in 3 locations around Muna Garage area of Maiduguri during the early morning hours, killing five bombers and three civilians. Other injuries reported. The following day Vanguard updated the fatality count to 20."
24-Mar-17,2017,Looting/property destruction,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Sabon Gari,10.5726,12.1583,0,"Looting: Boko Haram raided Sabon Garin Kimba on 24/03, stealing food and medical supplies. No human injury reported."
25-Mar-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Konduga,11.6558,13.4213,3,"Suspected Boko Haram fighters stormed Kalari Abdiye village, near Konduga killing three people on suspicion of collaborating with the military."
28-Mar-17,2017,Abduction/forced disappearance,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Konduga,11.6558,13.4213,0,"Suspected Boko Haram members attacked communities of Kalari, Mittiri, Akalli and Arribbari in Konduga Local Government Area of Borno State kidnapping 10 people. The source reports all 10 were abducted from Kalari."
30-Mar-17,2017,Abduction/forced disappearance,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Pulka,11.1767,13.8256,0,Boko Haram attack Pulka village on 30/03. The attackers abducted 18 girls.
30-Mar-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Kukawa,12.9234,13.5606,1,"Boko Haram attackers killed a civilian who had tried to escape after refusing to pay protection money in Dumba, near the Lake Chad area. Following the attack the perpetrators abducted four women and took a number of cattle."
30-Mar-17,2017,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Kourgui,11.0881,14.1111,2,"On 30 March, two Boko Haram suicide bombers died in Kourgui, Mayo Sava in the explosion of their charges."
30-Mar-17,2017,Attack,Unidentified Armed Group (Nigeria),Nigeria,Mai Fula,8,11,1,"Unidentified gunmen kill a young boy, while injuring his father and mother, reasons not known."
31-Mar-17,2017,Attack,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Gakara,11.1468,13.893,0,"On 31 March, Boko Haram fighters attacked Gakara, Mayo Sava: one civilian wounded, 7 bicycles and 6 sheep seized."
2-Apr-17,2017,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Nigeria,Muna Garage Camp,11.8731,13.2505,3,"Three suicide bombers detonate in the Muna garage and Dusuman areas of the city. The first two, in Muna Garage detonated without injuring any potential targets, and the second, in Dusuman caused one injury."
2-Apr-17,2017,Suicide bomb,Islamic State (West Africa) and/or Boko Haram - JAS,Cameroon,Mora,11.0485,14.1476,2,"2 suspected Boko Haram suicide bombers set off their explosives at the entrance to Mora, near a technical high school. No other casualties were reported."
2-Apr-17,2017,Suicide bomb,Unidentified Armed Group (Nigeria),Nigeria,Khaddamari,11.9259,13.2306,1,"A suicide bomber attempts an attack on a wedding party in Belbelo community of Jere LGA before he was stopped by a guest's dog, who pounced on the assailant as the explosive detonated. Only the bomber reported dead. The bomber's identity not given by the source."
4-Apr-17,2017,Attack,Islamic State (West Africa),Nigeria,Maiduguri,11.8312,13.1517,0,"Boko Haram releases a video of propaganda against its Barnawi Faction (coded as ISWAP), as well of footage of the group flogging a group of villagers. Location, date not known."
